word,pronunciation,word_type,definitions,examples,pl
teɛne,tɪɛ̀ nɪ́,,,,
teɛne,tɪɛ̀ ̀nɪ,,,,
teɛre,tɪɛ́ rɪ́,,,,
teɛre,tɪɛ̀ ̀rɪ,,,,
tɔ,tɪɛ́ rɪ́ ́ tɔ̀,n,,Ba de la a baala gaa ne asibiti kyɛ teɛre toɔbo kyebe. The patient has been taken to the hospital but there is no hope.,
tege,tɪgɪ́,,,,
tegele,tɪglɪ̀,,,,
tegelɛŋ,tɪglɛ́ ŋ,,,,
tegeroŋ,tɪgrʊ́ ́ŋ,adj,,,
tegeroŋ,tɪgrʊ́	́ŋ,n,,,
tegitegi,tégtég,adv,,,
tegyeerɛ,tɪdzɪ̀	ɪ́ rɛ́,,,,
tekoliŋkuoraa,tɪkólíŋkúóráá,,,,
tekonee,tɪkʊ́	́nɪɪ́,n,,,
tekyɛ,tɪʧɛ́	̀,n,,,
tekyɛ,tɪʧɛ̀ ̀,n,,,
teli,télí,v,,,
teloɔraa,tɪlʊ̀ ́ɔ́ráá,n,,,
tembaa,tɪmbáá,,,,
tembeene,tɪ̂mbɪɪ́ nɪ́,,,,
tembie,tɪmbíé,,,,
tembimeŋɛ,tɪmbìmɪ̀ ŋɛ́,,,,
temm,témm,,,Nembonyeni temm la wa. It is only one person that has come. (2) adj. lonely Var. teneteŋ,
tempoɔsori,tîmpʊ́ɔ́sórì,n,,,
tendaa,tɪndàá,n,,,
tenee,tɪnɪ̀ ɪ́,,,,
tenfaa,tɪnfáá,,,,
tensãa,tɪnsã̀ ̀ã̀,n,,,
tensaana,tɪnsáánà,,,,
tensaana,tɪnsááná,,,,
tensane,tɪnsánɪ̀,,,,
tensɛre,tɪsɛ́	rɪ́,,,,
tensoba,tɪnsʊ̀	̀ bá,n,,,
tensogezɔnne,tɪsʊ́	́gɪzɔ́	́nnɪ,,,,
tensogɔ,tɪ̂nsʊ́gɔ́,n,,,
tensunni,tɪnsúnní,,,,
tentoloŋ,tɪ̂ntʊ́lʊ́ŋ,n,,,
tentɔle,tɪntɔ́ ́lɪ,,,,
tentɔlvaa,tɪntɔ́	̀lváà,n,,,
tentɔɔre,tɪntɔ̀ ́ɔ́rɪ,,,,
tenvelaa,tɪnvɪ̀ làá,,,,
teŋa,tɪŋá,,,,
teŋe,tɪŋ,,,,
teŋɛ,tɪŋɛ́,,,,
teŋɛsoga,tɪŋɛ́ sʊ́ ́gá,n,,,
teŋɛzu,tɪŋɛ́	zù,,,,
teŋgane,tǐŋgánɪ,,,,
zannoo,tɪŋgánzú̀ wààlʊ̀ ŋ zánnʊ́ʊ́,n,,,
teŋgbigiri,tɪŋgbígírì,,,,
teŋkõɔ,tɪŋkʊ́ ̃́ɔ̃́,n,,,
teŋkpoŋ,tɪŋkpôŋ,,,,
teraale,tìrààlɪ,,,,
tere,téré,adj,,A libie na baŋ da la bonyeni yoŋ tere. The money can buy just one only.,
tere,tɪrɪ̀,,,,
teree,téréé,n,,A koŋkono lɔɔ la teree ko a kotuo deme. The dirge singer has presented a riddle to the bereaved family.,
teree,térée-téréé,adj,,,
terembelli,térémbéllí,adv,,,
teretere,tɪrɪ̀	tɪ̀ rɪ́,,,,
terri,térrì,v,,,
tesogɔ,tɪsʊ̀	́gɔ́,n,,,
tesunni,tèsúnnì,n,,,
tetebaa,tɪtɪ́ báá,,,,
tetere,tɪtɪ́ rɪ̀,,,,
tewɔne,tɪwɔ̀ ́nɪ,,,,
tewɔŋkõɔ,tɪwɔ́	́ŋkʊ̃́ɔ̃́,n,,,
tɛ,tɛ,,,"Dasɛrɛɛ ka Dagaaba maŋ tɛ ne ba die kyɛ lɔɔ. The Dagaaba arrange small sticks on planks of wood and on which they put local mortar to roof a building. tɛɛ, teɛrɛ, teɛrɛ, teɛrebɛ, teɛraa",
tɛbaa,tɛbáá,,,,
tɛɛse,tɛɛ́ sɪ́,,,,
tɛɛtɛɛ,tɛɛ́ tɛ́	̀ɛ̀,adj,,,
tɛge,tɛ̀gɪ,,,,
tɛge,tɛ̀gɪ,,,,
tɛgele,tɛglɪ́,,,,
tɛgere,tɛ̀grɪ,,,,
tɛgɛ,tɛgɛ́,,,,
tɛgɛtɛgɛ,tɛgɛ́	tɛ́	gɛ́,,,,
tɛlɛntɛlɛŋ,tɛ̀lɛ̀ntɛlɛ́	ŋ,,,,
tɛll,tɛ̀ll,adj,,,
tɛmbogi,tɛ̀mbògí,n,,,
tɛmburo,tɛ̀mbùró,n,,,
tɛmpelaa,tɛmpɪ̌	làá,,,,
tɛmpoɔroŋ,tɛ̀mpʊ́ɔ́rʊ́ŋ,n,,,
tɛne,tɛnɪ́,,,,
tɛnnɛ,tɛnnɛ̌ ̀,n,,,
tɛŋ,tɛ̀ŋ,v,,,
tɛŋkubo,tɛŋkúbò,,,,
tɛretɛre,tɛ̀rɪtɛ̀ rɪ́,,,"A bie zagere ka kyɛŋe kyɛ maŋ tɛretɛre. The child has refused to walk up and is moving under protest. tɛretɛrɛɛ, tɛretɛrɛ, tɛretɛrɛ, tɛretɛrebɛ, tɛretɛraa",
tɛrewɛrɛ,tɛrɪ́ wɛ́ rɛ́,,,,
tɛrɛɛtɛrɛɛ,tɛrɛ́	ɛ́ tɛ́	rɛ́	ɛ́,,,,
tɛrɛsɛ,tɛ̀rɛ̀sɛ̀,adv,,O tegɛɛ la a deɛ leɛ e tɛrɛsɛ lɛ o naŋ zeŋ. He is so full with food that he can hardly move.,
tɛrre,tɛrrɪ́,,,,
tɛrre,tɛrrɪ́,,,,
tɛtɛgere,tɛ̀tɛ̀gɪrɪ̀,,,,
tɛtɛrewɛrɛ,tɛ̀tɛ̀rɪwɛ́ rɛ̌,v,,,
ti,tí,v,,A baala ti la dankyini lɛnso ka o ba le. The patient held the wall and that is why s/he did not fall. (2) to support by the use of a walking stick (3) to put up sticks with their tops meeting (making a farm hut),
tigi,tìgì,v,,,
tigiki,tìgìkì,adj,,,
tigikpoŋi,tìgìkpóŋ,n,,,
tigiri,tígrí,n,,,
tigiri,tígrì,v,,,
tigiti,tígítì,n,,,
tigitigi,tìgìtígí,v,,,
tĩi,tĩĩ́,,,,
tiili,tíílì,v,,,
tiiri,tíírí,n,,,
tiiri,tììrì,v,,,
tiiri,tììrì,v,,,
tiiruŋ,tíírǔŋ,n,,,
tiiruŋ,tììrǔŋ,adj,,,
tiŋi,tíŋ,v,,,
tiŋimeŋ,tìŋìméŋ,adj,,,
to,tó,adv,,A bie ŋa zoro to.,
tobaa,tóbáá,n,,,
sawɔlɔ,tóbíè sáwɔ́lɔ́,n,,,
tobiri,tóbírì,n,,,
togi,tògì,v,,,
togifa,tògífá,n,,,
togilogo,tóglógó,adv,,"Ba boma koŋ kpɛ a die, o deɛ waa la togilogoo lɛ. The room cannot contain their belongings; it is very small. (2) small and shallow (hole), Ba tu la a bulee fãã kyɛ deɛ e boŋkaŋa togilogoo lɛ. They were unable to dig the well; they just etched a tiny hole.",
togilogo,tòglògò,adv,,Te tu la tambɔge togilogoo kaŋa a na kuire sagere ennɛ. We dug a deep ditch into which we will dump refuse.,
togiroo,tógróó,n,,,
togitogi,tógtóg,adv,,"N gɛrɛ ka o gaaɛ N ba nyɛ o togitogi. When I got there, he had left; I never saw him at all. togoko [tògòkò] adv. refusing to listen, hear; not minding",
tokele,tòkélé,n,,,
tokokyile,tòkóʧìlé,n,,,
tokoroo,tókóróó,n,,,
tokparaa,tòkpáráà,n,,,
tolee,tóléé,n,,,
tolema,tʊ́lɪmá,n,,,
toliŋka,tólíŋkà,n,,,
toll,tòll,adv,,,
toloŋ,tʊ́lʊ́ŋ,n,,Toloŋ maŋ,
toloŋ,tʊ́lʊ́ŋ,adj,,"A zeɛre ba taa diibu, a toloŋ. The soup cannot be eaten just yet; it is very hot. (2) fast, quick, Ka fooŋ ba kyɛŋ gbɛ toloŋ fo koŋ pɔge o. If you don’t hasten your steps, you won’t meet her.",
tom,tôm,v,,,
tomomo,tómómó,adv,,,
tonni,tònnì,v,,,
tonni,tónní,v,,,
tontombone,tʊ̀ ntʊ̀ mbʊ́nɪ,,,,
tontonɔ,tʊ̌tʊ́ná,n,,,
tontoŋ,tóntóŋ,adv,,"A buuluŋ waa la tontoŋ zuo a nyuubu tuo. The porridge is very sour; it is difficult to eat. (2) very painful, sore e.g. overnight bruised body, A dɔɔ zãa de la o zu za ne a gbori, zenɛ a zaaŋ mii tontoŋ lɛ. The man banged his head against the door yesterday and today it really hurts.",
toŋe,tʊ̀ ŋɪ,,,,
toŋkpeɛne,tʊ̂ ŋkpɪɛ́ nɪ́,,,,
too,tòò,part,,,
toogee,tóógéé,interj,,Yeli ka toogee ka lɛ naane o na ŋmɛ fo la. Better say it is a mistaken statement; otherwise he will beat you.,
gbuli,tòò-gbúlí,n,,,
toogbulo,tòògbùló,n,,"Maa teɛre ka toogbulo ka taa, N maŋ yeli la a yɛlɛ ka a deɛ kaara n niŋeŋ. I think she is hard of hearing, because when I talk to her she just stares into my face. (2) an animal without a mark of identification on the ear, N peroo na naŋ bɔre lambori ŋmaa la pelaa kyɛ taa toogbulo. My lost sheep has a white spot on its side but unmarked ears.",
toogyɛle,tòòdzɛlɪ́,,,,
tookuriseɛ,tòòkúrísɪɛ́,,,,
tookpane,tòòkpànɪ,,,,
toole,tʊ̀ ʊ̀ lɪ,,,"A bondirii ba toole a bie koŋ tege. The food is little, the child will not eat to his fill.",
toolere,tòòléré,n,,,
toolii,tòòlíí,n,,,
toopãapere,tòòpã̀ã̀pɪrɪ́,,,,
toopurimo,tòópúrímó,n,,,
toore,tʊ́ʊ́rɪ,,,,
toore,tʊ̀ ʊ̀ rɪ,,,,
toori,tòòrí,n,,,
toori,tòòrí,adj,,,
toori,tòòrí,adj,,"A bawaseɛrebɛ sereŋ taa la toori, ba gbɛɛ lanna lere la velaa. The dancers have a good ear for music; their step falls on the beat.",
toovaa,tòòváà,n,,,
toovoɔre,tòòvʊ́ɔ́rɪ,,,,
tõɔ,tʊ̃́ɔ̃́,v,,"A bibiiri naŋ mɔ buo la tõɔ o tɔ? Which of boys overcame the other in the wrestling competition? (2) to be able, to be capable, N gaa la kyɛ N koŋ tõɔ leɛ wa. I’ll go, but I’ll not be able to come back. tõɔɛ, toɔnɔ, toɔnɔ, toɔnema, toɔnaa",
toɔle,tʊ́ɔ́lɪ,,,,
toɔlɔ,tʊ́ɔ́lɔ̀,n,,,
toɔne,tʊ̀ ɔ̀nɪ,,,,
toɔraa,tʊ́ɔ́ráá,n,,"Ka fooŋ beɛrɛ kyɛ zagere tẽe nyuubu fo toɔraa ka fo erɛ. If you are sick but refuse medication, you will be hurting yourself. (2) portion, share",
toɔre,tʊ́ɔ́rɪ,,,,
toɔre,tʊ́ɔ́rɪ,,,"A seemaa yɛ naŋ maale, N toɔre bɛ? Where is my share of the food you cooked? 2",
toɔre,tʊ̀ ɔ̀rɪ,,,"O toɔre la a ne,ne bare ka baare de. S/he left the meat carelessly and dogs ate it.",
topɛge,tòpɛgɪ́,,,,
toraza,tʊ́rázà,n,,,
tore,tʊ̀ rɪ,,,,
tore,tʊ̀ rɪ,,,,
torebogi,tʊ̀ rɪbógí,,,,
tori,tórí,adv,,Kõɔ yoŋi ka a baala tori nyuuro. The patient just goes on drinking water only.,
tori,tórí,v,,,
tori,tórí,v,,,
buuluŋ,tórí-búúlúŋ,n,,,
toriko,tòríkò,n,,,
toriko,tòríkò,n,,,
torizeɛ,tórízɪɛ́,,,,
uri,tò-ùrí,n,,,
tozɔŋe,tòzɔ́ŋ,n,,,
tɔ,tɔ́,n,,"N baŋ ka n tɔ kaŋa la toŋ a tomɔ ŋa. I guess this work is done by a neighbour. (2) same type, same kind, N meŋ boɔrɔ la a fo kparoo ŋa tɔ. I also want the same type of shirt that you have.",
tɔ,tɔ̀,v,,,
tɔba,tɔ̀bà,n,,,
tɔbɔ,tɔ̀bɔ̀,n,,,
tɔge,tɔ́gɪ,,,,
tɔge,tɔ́gɪ,,,,
tɔgele,tɔ̀glɪ,,,A bie tɔgele la a biwɔɔ kyɛnne a meŋ deɛ te kyɛnɛ wɔɔreŋ. The boy imitated the way the lame boy walks,
tɔgele,tɔ̀glɪ,,,"Ka fooŋ tɔgele saa kõɔ̃ a maŋ maaroŋ. Gathered rain water is always cold. tɔglɛɛ, tɔglɔ, tɔglɔ, -, tɔglaa",
tɔgele,tɔ̀glɪ,,,O leɛ la o niŋe tɔgele sapare a na nyɛ a saa naŋ ko.,
tɔgele,tɔ̀glɪ,,,,
tɔle,tɔ́lɪ,,,,
tɔll,tɔ̀ll,adj,,,
tɔnne,tɔ̀nnɪ,,,,
tɔnɔ,tɔ̀nɔ́,n,,,
tɔntɔbaa,tɔ̀ntɔ́báá,adv,,,
tɔŋe,tɔ́ŋ,v,,,
tɔŋe,tɔ̂ŋ,v,,,
tɔŋemɔ,tɔ́ŋɪmɔ́ ̀,n,,,
tɔɔ,tɔ̀ɔ̀,part,,,
tɔɔlaa,tɔ̀ɔ̀láá,n,,,
tɔɔlakãa,tɔ̀ɔ̀làkã́ã̀,n,,,
tɔɔre,tɔ̀ɔ̀rɪ,,,,
tɔɔre,tɔ̀ɔ̀rɪ,n,,,
tɔɔwuoraa,tɔ̀ɔ̀wúóráá,n,,,
tɔɔzɔŋe,tɔ̀ɔ̀zɔ̂ŋ,n,,,
tɔre,tɔ̀rɪ,,,N na de la a bondirii tte ko o N tɔre.,
tɔre,tɔ̀rɪ,,,"A bondirii ba seŋe bone kyɛ te na de tɔre la a bibiiri. We have very little food left but we shall share it in the little bits that we can. tɔrɛɛ, tɔrɔ, tɔrɔ, tɔreba, tɔraa",
tɔre,tɔ́rɪ,,,"A miri poɔ̃ɛ la lɛnso ka O gaa ka o lene a tuobu ka o tɔre. The rope was rotten and that was why when s/he attempted to tie up the luggage it gave way easily. (2) to cut a small piece, N baŋ ka a nɛne ba seŋe bone kyɛ N na tɔre la fẽe ko fo. I know the piece of meat is small but I’ll give you a little bit. (3) to die (ailing child) tɔrɛɛ, tɔrɔ, tɔrɔ, tɔreba, tɔraa",
tɔre,tɔ̀rɪ,,,O yeli ka ba zu la o libie kyɛ a ba e libi tɔre zaa. She said they had stolen her money but it was not worth anything.,
teere,tɔ̀ tɪɪ̀ rɪ̀,,,"A pɔge bie baaloŋ la so ka o sori na yiibu tɔ teere. The woman’s intended journey hit the rocks because of her child’s sickness. (2) to worsen, O gaa wɛre la o nimie na a deɛ tɔ teere. The eye operation has worsened his sight. tɔ teerɛɛ, toɔrɔ teerɛ, tɔteerɛ, tɔteerɛ, tɔteeraa, tɔteerebɛ",
tu,tù,v,,,
tu,tù,v,,,
tu,tù,v,,,
tu,tú,v,,"A sakuuri tu la bulee ba dabɔge poɔ. The school has dug a well in their garden. (2) to uproot, A koɔraa tu la waare paale o wasege. The farmer has dug up yams and filled the yam barn. tue, tuuro, tuuro, tuuribo, tuuraa",
ba,tú bà,v,,,
tuli,tùlì,v,,,
tulli,tùllì,v,,"A bibiiri da tulli la ba menne a tigiri daare ka fo koŋ la baŋ ba. The boys diguised themselves during the festival, so that you could not recognise them. (2) to confuse, N bare la gyɛle ka a pɔge tulli ma kyɛ zo ne a bie. I was so careless that the woman tricked me and escaped with the child. tullee, tullo, tullo, tulibo, tullaa",
tulli,tùllì,v,,"O tulli la omeŋɛ lɛnso ka o bageboge dagoli ba la nyɛrɛ. She has wronged the spirits and that is why she cannot see things in the spiritual world. tullee, tullo, tullo, tulibo, tullaa",
tulundaa,túlúndàá,n,,,
tumakuli,tùmákúlí,n,,,
tumo,tùmó,n,,,
tumo,tùmó,n,,,
tumpaane,túmpáánɪ,,,,
tumpaane,túmpáánɪ,,,,
noɔre,tù nʊ́ɔrɪ,n,,Ba yeli ka a bibiiri na naŋ zɔɔ taa ka kaŋa zaa maŋ tu o noɔre. Each of the boys who fought has been asked to give an account of what led to the fight. tuntundaana [túntúndááná] n. mosquito net,
tunturi,túntúrì,n,,,
tuŋi,tùŋ,v,,,
tuŋi,tùŋ,v,,,
tuŋi,tûŋ,v,,,
tuŋi,túŋ,v,,,
tuo,tùò,v,,,
tuo,tùó,n,,,
tuo,túó,n,,"Tuo yoŋ ka zɔɔre taa. There is only suffering in war. (2) difficulty, A daŋmaa ŋa ŋmaabo tuo la so ka o ba wa. The difficulty involved in cutting this log has disuaded him from coming.",
tuo,túó,adj,,,
tuobu,tùòbú,n,,,
tuori,tùòrì,v,,,
tuosoba,túósʊ́bá,n,,,
turi,túrì,n,,,
turi,tùrì,v,,"A pɔge wuo a kyi peɛ zu de turi o serɛ. The woman gathered the millet from the top of the roof and passed it down to her husband. (2) to offer one’s hand turee, turo, turo, turibo, turaa",
sori,tù sórí,v,,"Te yɔɔ la a gama kyɛ ka dɔɔ wa wuo a zaa gaa ne, a lɛ ba tu sori. We paid for the books but the man came and took them away; that is not right. tutɔ [tútɔ́] n. companion",
tuu,túú,n,,,
tuuli,tùùlì,v,,,
tuuli,túúlì,v,,,
tuuree,túúréé,n,,,
tuuri,tùùrì,v,,,
TZ,tíízɛ̀t,n,,,
ugi,úgì,v,,,
ulee,ùléè,n,,,
uli,úlí,n,,"Ka boroboroŋ wa kɔɔre o maŋ uli la. When bread is kept for long it becomes moldy. ulee, ullo, ullo, ulibo, ullaa",
ulimo,úlmó,adj,,"Polisiri yeli ka ba ba baŋ a dɔɔ kũũ, pare a gaa te unni a kũũ. The police said they did not know the cause of the man’s death, so they went and exhumed the corpse. (2) to bring back past memories, Ka Dɛre ne o pɔgeŋ wa zɔɔrɔ zaa a pɔge maŋ unni la yelikorɔ. Each time Dɛre and his wife quarrel, the wife will always recount past events. unnee, unno, unno, unimo, unnaa",
unni,únnì,v,,"N deɛmɛ zãã wa unni ma la a koɔbo. My in-law reminded me about the day of the group farming. unnee, unno, unno, unimo, unnaa",
uoni,úònì,n,,,
uori,úórì,v,,,
uori,úórì,v,,,
uori,úórì,v,,,
uori,ùòrì,v,,,
uri,ùrí,n,,,
uri,ùrì,v,,"Maa ne a baala naŋ yeli yɛlɛ ba kɔɔre, o kũũ uri ma la. I spoke with the patient not long ago; I’m shocked at his sudden death. uree, uro, uro, uribo, uraa",
uri,úrì,v,,,
uri,úrí,v,,,
ũu,ṹṹ,v,,,
ũu,ũ̀ũ̀,v,,,
uuni,úúnì,v,,"Ba digi la a bie ka o zo te uuni tuu poɔ. As they chased the boy, he ran and hid in a thicket. (2) to incubate, to brood, to sit on (a fowl on its eggs), Noɔ maŋ uuni la daare ata kyɛ wɛge. A fowl sits on its eggs before they hatch. uunee, uuno, uuno, uunimo, uunaa",
uuni,úúnì,v,,"Goɔ daare kyɔge la n nubiri ka o mɔre eŋ kõɔ ka ba wɛre. A thorn pierced my finger and it got swollen, formed pus, and was operated upon. uunee, uuno, uuno, uunimo, uunaa",
uuri,úúrí,v,,,
uuri,ùùrì,v,,,
uuruŋ,úúrúŋ,n,,,
va,và,v,,,
va,vá,v,,,
va,và,v,,"A dɔbɔ naŋ ŋmeɛrɛ la ka kaŋa wa va de o tɔ gaa lɔɔ. As the men argued, one suddenly rushed on the other and threw him down. vaɛ, vaara, vaara, vareba, vaaraa",
vaa,váà,n,,,
vaa,vàà,v,,,
vaa,vàà,v,,,
vaa,vàà,v,,,
vaagaviige,vààgàvíígè,v,,,
iri,vàà-ìrì,v,,,
vaale,vààlɪ,,,,
vaalee,váálɪɪ́,,,,
vaali,vààlì,adv,,,
vaane,vàànɪ,,,,
vaane,váánɪ,adv,,,
vaare,vààrɪ,,,,
vaare,váárɪ,,,"A bie da nyɔge la a pedaa miri kyɛ ka a peroo vaare o lɔɔ. The boy held onto the rope around the ram’s neck, but it tugged him to the ground. vaarɛɛ, vaara, vaara, vaareba, vaaraa",
vaare,váárɪ,,,"Fanfane fuuri naŋ be la laare poɔ a seŋ ka vaare. There are still soapsuds in the bowls, so they need to be rinsed. vaarɛɛ, vaara, vaara, vaareba, vaaraa",
vabɔre,vábɔ́rɪ,,,,
vãee,vã̀ɪɪ̃́,,,,
vage,vágɪ,,,,
vage,vàgɪ,n,,,
vakuoŋaa,vákúóŋáá,n,,,
vakuoŋaa,vákúóŋáá,n,,,
valenvõɔ,válɪnvʊ́ ̃́ɔ̀̃,n,,,
valere,vàlɪrɪ́,,,,
valimmu,vàlímmú,n,,,
valinvaa,vàlìnv́áà,n,,,
valinvuuluŋ,v̀àlìnvúúlúŋ,n,,,
valogema,válʊ́gɪmà,,,,
vama,vàmà,adv,,,
vanne,vánnɪ,,,,
vapeɛlegboro,vápíɛlgbóró,,,,
vapɛge,vápɛgɪ́,,,,
vapielee,vápìèlèè,n,,,
vapɔrɔ,vápɔ̀rɔ̀,n,,,
vare,vàrɪ,,,,
vare,vàrɪ,,,,
vare,vàrɪ,,,,
vare,várɪ,,,,
vare,várɪ,,,,
varekpara,vàrìkpàrà,adv,,,
varekpenɛ,várɪkpɪ́ nɛ́,,,,
varema,várɪmá,,,A pɔgelee na nɔŋe la laare kyɛ o boɔbo yɛlɛ varema. That girl likes smiling but she is very difficult when it comes to dating her.,
varevare,vàrɪvárɪ̀,,,,
varevare,vàrɪvárɪ̀,,,,
varoo,várʊ̀ ʊ̀,adj,,,
ve,vɪ,,,,
vebo,vɪbʊ̀	̀,adj,,,
vedeɛ,vɪdɪ̀ ɛ̀,,,,
veene,vɪɪ̀ nɪ̀,,,,
veene,vɪɪ́ nɪ́,,,,
veɛle,vɪɛ̀ ̀lɪ,,,,
veɛlɛ,vɪɛ̀ ̀lɛ,,,,
veɛloŋ,vɪɛ̀ lʊ́	́ŋ,n,,,
veɛre,vɪɛ̀ ̀rɪ,,,,
veɛre,vɪɛ́ rɪ́,,,,
veɛre,vɪɛ́ rɪ́,,,,
veɛrenyɔge,vɪɛ̀ ̀rɪɲɔ̀ ́gɪ,,,,
vell,vɪll,,,,
velle,vɪllɪ̀,,,"A pɔge velle la a dɔɔ gbɛɛ ka o le. The woman held the man’s legs so tightly that he lost balance and fell. vellɛɛ, vellɛ, vellɛ, velbɛ, vellaa",
velɔɔ,vɪlɔ̀	̀ɔ̀,adj,,,
venne,vɪnnɪ́,,,,
venoo,vɪnʊ́ ̀ ʊ̀,n,,,
venveŋ,vɪnvɪ́	ŋ,,,,
venveŋ,vɪnvɪ́ ŋ,,,A daa naŋ da w ate kpɛ venveŋ saŋa la ka ba da moɔle a zuyɔɔ yɛlɛ. It was at the climax of the market activities that they announced the payment of taxes.,
vere,vɪrɪ̀,,,,
vere,vɪrɪ̀,,,,
vere,vɪrɪ̀,,,,
vere,vɪrɪ́,,,,
verevere,vɪrɪ̀ vɪ̀ rɪ́,,,,
verɛnverɛŋ,vɪrɛ̀	̀nvɪrɛ́	ŋ,,,,
verɛverɛ,vɪrɛ̀	̀vɪrɛ̀	̀,adj,,,
ɛ,vɛ̀̃ɛ̀̃,adv,,,
vɛlevɛle,vɛ̀lvɛ̀l,adj,,,
vɛmm,vɛmm,,,,
vɛnɛvɛnɛ,vɛ̀nɛ̀vɛ̀nɛ̀,adj,,,
vɛnlɛmm,vɛnlɛ́	mm,,,,
vɛŋe,vɛŋ,,,,
vɛre,vɛ̀rɪ,,,,
vɛre,vɛrɪ́,,,,
vɛre,vɛrɪ́,,,,
vɛrɛɛ,vɛ̀rɛ̀ɛ̀,adj,,,
vɛvɛ,vɛvɛ́,,,,
vi,vî,n,,,
vigi,vígì,n,,,
vigi,vígì,v,,,
viiri,vììrì,v,,,
vilenva,vílénvà,n,,A karema yeli ka o erɛ vilenva ka a karembiiri yaarɛɛ. No sooner had the teacher left than the students dispersed.,
vilenvileŋ,vílénvíléŋ,adv,,,
vili,vílí,v,,,
vilime,vílímé,adj,,,
virenvireŋ,vírénvíréŋ,adv,,,
viretaŋgbelli,vìrèntáŋgbéllí,n,,,
vitaŋkpulee,vítáŋkpúléé,n,,,
vo,vò,v,,,
vogɛɛ,vʊ̀ gɛ̀ɛ̀,adv,,,
vokyɔ,vʊ̀ ʧɔ̀,n,,,
volavola,vʊ̀ làvʊ̀ là,adv,,,
volɔvolɔ,vʊ̀ lɔ̀vʊ̀ lɔ̀,adv,,,
vonne,vʊ̀ nnɪ,,,,
voŋe,vʊ́ŋ,v,,,
võo,vʊ̃́ʊ̀̃,v,,,
voone,vʊ̀ ʊ̀ nɪ,,,,
vooraa,vʊ́ʊ́ráá,n,,,
voore,vʊ̀ ʊ̀ rɪ,,,,
voore,vʊ́ʊ́rɪ,,,"A saama kulee la ka N naa voore. The guets have gone and now I’m relieved. voorɛɛ, voora, voora, vooreba, vooraa, vooreba voore fõõ to take a deep breath, to sigh",
Vooronsoŋ,vʊ́ʊ́rʊ́nsʊ́ŋ,n,,,
vooroŋ,vʊ́ʊ́rʊ́ŋ,n,,,
voowoɔ,vʊ́ʊ́wʊ́ɔ́,n,,,
voɔ,vʊ́ɔ̀,v,,,
voɔbale,vʊ́ɔ́bàlɪ,,,,
voɔloŋ,vʊ̀ ɔ̀lʊ́ŋ,n,,,
voɔloŋ,vʊ̀ ɔ̀lʊ́ŋ,adj,,,
voɔre,vʊ́ɔ́rɪ,,,N daare ba nyɛ voɔre gaa a kuori. I did not get the chance to attend the funeral.,
voɔre,vʊ̀ ɔ̀rɪ,,,,
voɔre,vʊ̀ ɔ̀rɪ,,,,
voɔre,vʊ̀ ɔ̀rɪ,,,,
voraa,vʊ́ráá,n,,,
vore,vʊ́rɪ,,,,
vore,vʊ́rɪ,,,,
vore,vʊ́rɪ,,,,
vore,vʊ́rɪ,,,,
vori,vórì,v,,,
vorikporo,vóríkpóró,adv,,,
vorovoro,vòròvòrò,adj,,,
vɔga,vɔ́gà,n,,,
vɔge,vɔ̀gɪ,,,,
vɔge,vɔ̀gɪ,,,,
vɔgele,vɔ̀glɪ,,,,
vɔgɔ,vɔ́gɔ̀,n,,,
vɔlaa,vɔ́láà,n,,,
vɔle,vɔ́lɪ,,,,
vɔll,vɔ̀ll,adj,,,
vɔrekpɔrɔ,vɔ̀rɪkpɔ̀ ̀rɔ̀,adv,,"Saseɛ fue la ka saa meŋ mi kõɔ lɔre a sagere ka a zie e lɛ vɔrekpɔrɔ. The rain which followed the rainstorm has soaked the garbage in the yard making it wet and disorderly. (2) sound of fall by a long winding thing e.g. snake, rope (onomatopoeia)",
vu,vú,v,,,
vubiri,vúbìrí,n,,,
vuduori,vúdúórì,n,,,
vuduoro,vúdúóró,n,,,
vulaŋkaŋkpogili,vùlàŋkǎŋkpóglí,n,,,
vuloŋkpogili,vùlòŋkpóglí,n,,,
vulotokpolo,vùlòtókpóló,n,,,
vunni,vùnnì,v,,,
vuo,vùó,n,,,
vuo,vùó,adj,,,
vuoli,vúólì,v,,,
vutaŋkpulee,vútàŋkpùlèè,n,,,
vuu,vúù,v,,"Ba vuu la a kamaana boɔraa boŋyeni na. They dragged that one sack of maize. vuue, vuuro, vuuro, vuuribo, vuuraa",
vũu,vũ̀ṹ,n,,,
vũudindigili,vũ̀ṹdíndíglí,n,,,
vũudiraa,vũ̀ũ̀dìráà,n,,,
vũudirri,vũ̀ũ̀dìrrì,n,,,
vũugyɛle,vũ̀ũ̀gyɛlɪ́,,,,
vuuli,vúúlí,v,,,
vũulunsaa,vũ̀ũ̀lúnsáà,n,,,
vuuluŋ,vúúlúŋ,n,,,
vuuluŋ,vúúlúŋ,n,,,
vuunimiri,vùùnímírì,n,,,
vuuri,vùùrì,v,,,
vuuri,vúúrì,n,,,
vuuri,vúúrì,n,,,
vũusaalbiri,vũ̀ũ̀sáálbírí,n,,,
vũusaale,vũ̀ũ̀sáálɪ,,,,
vũuvaale,vũ̀úváálɪ,,,,
vũuyɛlɛ,vũ̀ũ̀gyɛlɛ́,,,,
vũuzeɛle,vũ̀ũ̀zɪɛ́ lɪ́,,,,
